age,income,risk_status,loan_int_rate,family_size,education,cc_expense,lifestyle_expense,credit_score,total_expense,savings,budget_status
22,26400,0,15.27,1,2,2.7,174,408.0,206.4,26193.6,Average
21,26400,1,8.49,1,2,2.8,2302,628.0,2335.6,24064.4,Bad
22,36000,0,13.49,4,1,0.0,108,732.0,108.0,35892.0,Good
25,27600,0,10.99,3,3,1.8,966,340.0,987.6,26612.4,Average
22,28800,0,10.99,1,3,1.5,1377,364.0,1395.0,27405.0,Average
23,36000,0,12.69,3,1,1.1,1020,806.0,1033.2,34966.8,Good
21,30000,0,7.9,4,1,0.7,422,487.0,430.4,29569.6,Average
24,30000,0,5.99,3,2,1.33,411,536.0,426.96,29573.04,Average
22,30000,1,14.22,3,3,0.7,269,445.0,277.4,29722.6,Bad
22,30000,0,13.92,1,2,1.8,17,664.0,38.6,29961.4,Average
22,36000,0,7.9,4,1,1.3,25,723.0,40.6,35959.4,Good
26,30000,0,10.99,4,3,2.0,608,302.0,632.0,29368.0,Average
21,30000,0,10.99,2,1,2.2,563,427.0,589.4,29410.6,Average
25,31200,0,6.92,2,2,0.7,93,845.0,101.4,31098.6,Good
24,36000,0,9.91,1,3,4.0,1616,341.0,1664.0,34336.0,Average
21,33000,0,11.71,1,3,0.7,561,740.0,569.4,32430.6,Good
26,33000,0,10.25,2,2,2.2,61,424.0,87.4,32912.6,Average
22,34000,0,14.27,1,1,1.5,210,789.0,228.0,33772.0,Good
22,36000,0,11.71,4,2,0.0,528,735.0,528.0,35472.0,Good
25,36000,0,8.9,2,3,1.7,42,401.0,62.4,35937.6,Average
26,34200,0,12.84,3,3,0.6,769,533.0,776.2,33423.8,Average
24,35000,0,6.99,2,2,1.8,299,461.0,320.6,34679.4,Average
21,35000,0,9.62,2,1,0.3,819,849.0,822.6,34177.4,Good
24,36000,0,7.9,4,3,1.4,1908,696.0,1924.8,34075.2,Average
25,35000,0,11.58,4,3,2.0,15,459.0,39.0,34961.0,Average
21,35000,0,12.53,1,2,0.3,25,846.0,28.6,34971.4,Good
21,35100,0,5.79,1,1,0.6,1091,752.0,1098.2,34001.8,Good
23,35500,0,10.99,1,1,0.2,45,734.0,47.4,35452.6,Good
25,36000,0,6.62,4,3,0.2,995,590.0,997.4,35002.6,Average
21,36000,0,12.42,3,1,0.7,1941,542.0,1949.4,34050.6,Average
22,36000,0,10.99,3,1,0.4,507,518.0,511.8,35488.2,Average
23,30000,1,11.49,2,2,1.8,438,458.0,459.6,29540.4,Bad
21,38000,0,10.59,1,2,1.3,446,778.0,461.6,37538.4,Good
26,36000,0,6.03,1,1,3.8,54,444.0,99.6,35900.4,Average
22,38400,0,13.99,1,3,1.4,1045,760.0,1061.8,37338.2,Good
22,39000,0,9.91,2,1,2.2,46,653.0,72.4,38927.6,Average
22,39336,0,5.42,4,2,3.0,131,508.0,167.0,39169.0,Average
24,40000,0,7.9,4,2,0.9,406,369.0,416.8,39583.2,Average
23,40000,0,11.99,4,3,1.9,130,391.0,152.8,39847.2,Average
23,40000,0,13.23,1,2,2.2,72,555.0,98.4,39901.6,Average
24,40000,0,10.99,4,1,0.3,1180,448.0,1183.6,38816.4,Average
24,36000,0,16.77,3,1,1.0,874,660.0,886.0,35114.0,Average
26,30000,1,6.62,1,1,2.2,174,729.0,200.4,29799.6,Bad
21,41000,0,10.75,3,2,0.4,17,615.0,21.8,40978.2,Average
24,36000,0,10.65,4,3,2.0,421,513.0,445.0,35555.0,Average
25,42000,0,5.42,1,3,0.1,1722,391.0,1723.2,40276.8,Average
23,30000,1,10.65,1,3,1.0,932,681.0,944.0,29056.0,Bad
26,42000,0,10.74,4,2,1.1,39,754.0,52.2,41947.8,Good
21,42000,0,10.37,3,1,4.8,19,438.0,76.6,41923.4,Average
22,36000,0,6.03,2,3,2.67,976,467.0,1008.04,34991.96,Average
24,36000,0,6.62,3,1,0.6,1410,507.0,1417.2,34582.8,Average
24,42000,0,10.99,3,3,0.5,66,579.0,72.0,41928.0,Average
26,36000,0,10.99,1,1,8.0,317,756.0,413.0,35587.0,Good
26,42500,0,12.61,3,1,0.3,1066,423.0,1069.6,41430.4,Average
21,42500,0,11.86,4,3,4.9,1106,525.0,1164.8,41335.2,Average
22,36000,0,9.99,3,1,0.3,47,539.0,50.6,35949.4,Average
24,44000,0,12.69,2,1,7.5,2018,432.0,2108.0,41892.0,Average
23,45000,0,10.59,2,1,8.0,331,826.0,427.0,44573.0,Good
23,39000,1,11.86,2,1,2.0,1192,430.0,1216.0,37784.0,Bad
22,45000,0,12.53,1,1,2.0,868,395.0,892.0,44108.0,Average
25,30000,1,5.99,3,2,4.9,691,685.0,749.8,29250.2,Bad
25,47000,0,9.99,2,2,5.9,1064,500.0,1134.8,45865.2,Average
25,36000,0,5.99,1,3,3.4,490,409.0,530.8,35469.2,Average
24,30000,1,15.99,1,3,4.0,769,560.0,817.0,29183.0,Bad
25,36000,0,7.49,1,1,3.25,901,409.0,940.0,35060.0,Average
26,36000,0,7.49,3,1,2.5,102,388.0,132.0,35868.0,Average
23,47496,0,12.69,1,3,2.2,37,838.0,63.400000000000006,47432.6,Good
23,48000,0,13.98,1,1,1.0,358,428.0,370.0,47630.0,Average
25,48000,0,13.16,4,3,4.6,38,507.0,93.19999999999999,47906.8,Average
23,36000,0,11.49,4,3,1.67,357,572.0,377.04,35622.96,Average
23,48562,0,8.0,4,1,0.8,1538,588.0,1547.6,47014.4,Average
22,50000,0,10.99,1,1,0.3,184,356.0,187.6,49812.4,Average
22,36000,0,10.99,2,1,1.3,68,330.0,83.6,35916.4,Average
22,50250,0,7.14,1,3,0.5,1490,611.0,1496.0,48754.0,Average
22,51996,0,9.62,1,2,10.0,10,304.0,130.0,51866.0,Average
23,36000,0,10.99,1,3,0.8,1323,794.0,1332.6,34667.4,Good
24,45996,1,12.21,1,2,1.7,406,547.0,426.4,45569.6,Bad
24,52000,0,7.68,3,1,1.4,385,829.0,401.8,51598.2,Good
23,52692,0,12.23,3,2,0.8,1143,565.0,1152.6,51539.4,Average
23,36000,0,12.99,2,1,0.67,1049,832.0,1057.04,34942.96,Good
25,54084,0,9.25,3,3,4.7,1323,433.0,1379.4,52704.6,Average
21,36000,0,6.99,2,1,4.9,578,661.0,636.8,35363.2,Average
21,30000,1,13.99,3,1,3.6,54,632.0,97.2,29902.8,Bad
24,55000,0,8.88,2,3,3.8,49,488.0,94.6,54905.4,Average
22,55000,0,9.99,2,2,2.4,1833,510.0,1861.8,53138.2,Average
23,56000,0,10.99,2,3,0.8,108,316.0,117.6,55882.4,Average
22,57000,0,12.61,3,3,0.4,946,360.0,950.8,56049.2,Average
26,51000,1,13.24,1,3,4.9,27,326.0,85.80000000000001,50914.2,Bad
26,58000,0,8.59,2,3,0.4,67,697.0,71.8,57928.2,Average
24,59000,0,8.9,2,2,1.8,57,762.0,78.6,58921.4,Good
22,60000,0,5.42,3,3,2.4,16,705.0,44.8,59955.2,Good
22,36000,0,7.42,2,3,0.3,542,403.0,545.6,35454.4,Average
24,60000,0,11.86,1,1,3.2,320,410.0,358.4,59641.6,Average
24,36000,0,5.42,1,3,1.3,235,592.0,250.6,35749.4,Average
23,36000,0,5.42,4,1,3.0,630,735.0,666.0,35334.0,Good
21,36000,0,5.99,3,1,0.3,265,371.0,268.6,35731.4,Average
25,36000,0,7.49,1,1,2.1,62,322.0,87.2,35912.8,Average
25,56400,1,15.62,3,2,8.6,30,428.0,133.2,56266.8,Bad
22,36000,0,10.99,3,3,3.0,292,523.0,328.0,35672.0,Average
23,63816,0,9.63,2,1,2.2,776,424.0,802.4,63013.6,Average
24,65000,0,7.74,4,1,2.6,1242,710.0,1273.2,63726.8,Good
25,59000,1,15.65,4,2,0.5,433,600.0,439.0,58561.0,Bad
23,36000,0,11.49,4,2,1.2,608,490.0,622.4,35377.6,Average
23,30000,1,6.99,4,2,2.0,34,761.0,58.0,29942.0,Bad
25,66660,0,10.99,1,3,1.7,317,558.0,337.4,66322.6,Average
23,36000,0,14.79,2,3,2.0,156,777.0,180.0,35820.0,Good
24,36000,0,13.06,3,1,1.7,1125,783.0,1145.4,34854.6,Good
23,70000,0,5.42,4,1,0.3,87,524.0,90.6,69909.4,Average
23,64000,1,14.72,3,1,2.9,902,737.0,936.8,63063.2,Bad
23,74000,0,12.87,3,1,1.0,54,536.0,66.0,73934.0,Average
26,68004,1,15.28,1,1,0.7,1066,316.0,1074.4,66929.6,Bad
24,74400,0,7.29,1,2,1.4,801,623.0,817.8,73582.2,Average
23,74880,0,11.11,1,2,1.8,656,740.0,677.6,74202.4,Good
22,75000,0,7.29,2,1,0.4,835,434.0,839.8,74160.2,Average
25,77000,0,7.9,4,1,7.6,1693,734.0,1784.2,75215.8,Good
23,78000,0,9.96,1,3,6.3,823,847.0,898.6,77101.4,Good
23,81000,0,10.75,4,3,1.5,861,365.0,879.0,80121.0,Average
25,83500,0,10.99,1,3,2.6,1215,386.0,1246.2,82253.8,Average
24,78000,1,11.83,2,1,2.67,122,827.0,154.04,77845.96,Bad
24,36000,0,11.11,4,3,0.6,46,791.0,53.2,35946.8,Good
21,36000,0,5.42,2,3,1.7,1901,813.0,1921.4,34078.6,Good
23,94000,0,11.49,2,3,0.7,183,703.0,191.4,93808.6,Good
23,98000,0,8.07,4,2,10.0,995,645.0,1115.0,96885.0,Average
21,110000,0,13.99,4,3,6.6,72,779.0,151.2,109848.8,Good
23,26000,0,6.62,2,2,5.0,653,822.0,713.0,25287.0,Good
22,36000,0,7.29,2,1,0.8,22,508.0,31.6,35968.4,Average
24,36000,0,14.59,2,1,2.6,69,844.0,100.2,35899.8,Good
26,45000,0,10.99,2,1,0.4,1250,733.0,1254.8,43745.2,Good
22,10800,1,12.23,2,3,2.0,84,413.0,108.0,10692.0,Bad
21,36000,0,5.42,1,1,1.4,21,792.0,37.8,35962.2,Good
25,12000,1,9.62,1,3,0.4,1161,787.0,1165.8,10834.2,Bad
21,12120,1,8.32,4,1,1.0,28,431.0,40.0,12080.0,Bad
22,36000,0,9.63,4,1,7.5,31,762.0,121.0,35879.0,Good
26,36000,0,5.42,2,3,0.0,690,589.0,690.0,35310.0,Average
23,30000,1,10.99,2,1,0.75,1711,588.0,1720.0,28280.0,Bad
22,36000,0,10.99,2,2,1.5,57,417.0,75.0,35925.0,Average
21,15000,1,15.95,4,2,1.75,1086,684.0,1107.0,13893.0,Bad
23,36000,0,10.74,1,1,0.3,8,837.0,11.6,35988.4,Good
22,18000,1,10.99,3,2,1.6,71,312.0,90.2,17909.8,Bad
22,18000,1,6.91,1,2,1.4,138,515.0,154.8,17845.2,Bad
22,18700,1,8.9,4,1,0.7,71,609.0,79.4,18620.6,Bad
24,20000,0,11.71,1,1,4.9,1185,771.0,1243.8,18756.2,Good
25,21600,0,10.99,2,2,1.5,1464,796.0,1482.0,20118.0,Good
24,24000,1,6.62,3,1,0.8,52,831.0,61.6,23938.4,Bad
23,36000,0,13.06,1,3,1.0,257,371.0,269.0,35731.0,Average
21,24000,0,11.99,2,2,2.0,172,597.0,196.0,23804.0,Average
26,24000,1,14.96,4,1,2.1,728,729.0,753.2,23246.8,Bad
23,24216,1,16.49,1,2,3.6,1245,512.0,1288.2,22927.8,Bad
21,24996,1,14.09,2,1,0.1,1068,817.0,1069.2,23926.8,Bad
21,26400,0,14.27,2,2,0.3,148,587.0,151.6,26248.4,Average
26,30000,1,15.99,4,2,1.4,69,412.0,85.8,29914.2,Bad
23,30000,0,5.99,1,1,2.1,664,556.0,689.2,29310.8,Average
24,30000,0,7.49,1,1,0.8,1187,535.0,1196.6,28803.4,Average
22,30000,0,10.99,1,1,2.5,467,674.0,497.0,29503.0,Average
24,30000,0,8.49,1,2,1.1,284,361.0,297.2,29702.8,Average
22,36000,0,9.99,2,1,0.3,1180,508.0,1183.6,34816.4,Average
23,36000,0,13.72,3,3,3.2,209,689.0,247.4,35752.6,Average
23,30000,0,14.17,1,1,0.1,79,549.0,80.2,29919.8,Average
23,30000,0,6.17,1,3,0.4,769,592.0,773.8,29226.2,Average
22,36000,0,6.17,4,1,1.3,22,415.0,37.6,35962.4,Average
24,36000,0,6.91,2,1,2.0,43,409.0,67.0,35933.0,Average
22,30000,0,12.21,1,3,0.1,2091,731.0,2092.2,27907.8,Good
23,30000,0,9.7,3,1,0.7,664,513.0,672.4,29327.6,Average
22,36000,0,5.42,1,2,0.3,449,802.0,452.6,35547.4,Good
22,31000,0,12.69,1,2,5.9,889,783.0,959.8,30040.2,Good
23,36000,0,6.54,1,3,0.2,183,544.0,185.4,35814.6,Average
25,31200,0,8.9,4,2,0.4,180,379.0,184.8,31015.2,Average
23,36000,0,12.61,4,2,3.9,1401,761.0,1447.8,34552.2,Good
23,36000,0,8.88,2,3,1.3,1013,348.0,1028.6,34971.4,Average
25,31800,0,7.51,1,1,0.6,1991,365.0,1998.2,29801.8,Average
24,32000,0,7.49,1,2,2.7,30,555.0,62.400000000000006,31937.6,Average
23,32000,0,9.63,3,1,2.0,1899,841.0,1923.0,30077.0,Good
25,33000,1,10.0,3,1,1.7,326,362.0,346.4,32653.6,Bad
22,35000,0,11.83,2,1,1.0,946,639.0,958.0,34042.0,Average
22,36000,0,7.51,3,1,2.7,1443,842.0,1475.4,34524.6,Good
25,36000,0,15.23,1,2,2.4,1150,673.0,1178.8,34821.2,Average
22,36000,0,12.99,3,1,0.4,1314,568.0,1318.8,34681.2,Average
25,36000,0,7.88,4,1,2.7,260,329.0,292.4,35707.6,Average
22,36000,0,5.99,1,3,0.3,630,715.0,633.6,35366.4,Good
24,36000,0,7.29,1,2,2.4,64,365.0,92.8,35907.2,Average
26,36000,0,10.75,4,1,1.1,1305,725.0,1318.2,34681.8,Good
23,30000,1,16.32,1,3,2.8,26,429.0,59.599999999999994,29940.4,Bad
22,37008,0,12.42,1,3,1.0,90,384.0,102.0,36906.0,Average
23,36000,0,7.88,2,1,0.2,38,554.0,40.4,35959.6,Average
22,38400,0,12.69,1,1,0.1,18,365.0,19.2,38380.8,Average
23,38400,0,13.61,4,1,1.1,275,636.0,288.2,38111.8,Average
24,36000,0,6.39,1,1,1.4,33,800.0,49.8,35950.2,Good
24,36000,0,13.61,1,3,0.3,275,634.0,278.6,35721.4,Average
22,36000,0,15.21,1,3,4.5,1016,427.0,1070.0,34930.0,Average
22,36000,0,14.84,1,1,3.3,473,782.0,512.6,35487.4,Good
26,36000,0,6.76,1,1,2.7,22,341.0,54.400000000000006,35945.6,Average
25,33772,1,16.02,2,3,1.8,1167,605.0,1188.6,32583.4,Bad
23,40000,0,15.96,4,1,2.4,444,743.0,472.8,39527.2,Good
22,36000,0,7.51,4,2,4.1,44,453.0,93.19999999999999,35906.8,Average
24,40000,0,13.49,1,1,1.4,62,376.0,78.8,39921.2,Average
25,36000,0,17.93,4,1,6.7,793,508.0,873.4,35126.6,Average
21,40000,0,5.42,4,2,2.5,1761,384.0,1791.0,38209.0,Average
26,36000,0,7.51,1,2,2.6,805,752.0,836.2,35163.8,Good
25,36000,0,7.14,2,1,4.9,71,329.0,129.8,35870.2,Average
23,36000,0,10.38,1,1,0.4,57,684.0,61.8,35938.2,Average
24,40000,0,10.59,1,2,7.8,1102,475.0,1195.6,38804.4,Average
23,36000,0,7.51,1,1,0.6,1345,814.0,1352.2,34647.8,Good
22,40000,0,6.17,4,3,8.2,1672,536.0,1770.4,38229.6,Average
24,40000,0,11.12,4,3,0.7,246,804.0,254.4,39745.6,Good
22,36000,0,7.14,1,1,8.1,227,353.0,324.2,35675.8,Average
25,36000,0,10.99,1,2,7.6,29,409.0,120.19999999999999,35879.8,Average
22,36000,0,7.51,1,3,0.2,275,620.0,277.4,35722.6,Average
22,42000,0,14.72,3,3,0.1,910,724.0,911.2,41088.8,Good
23,36000,0,11.36,2,1,2.9,1289,764.0,1323.8,34676.2,Good
23,37000,0,6.62,3,2,2.1,348,448.0,373.2,36626.8,Average
23,37440,0,10.99,4,1,1.5,992,706.0,1010.0,36430.0,Good
24,37950,0,11.86,3,1,1.6,54,690.0,73.2,37876.8,Average
24,36000,0,14.96,2,2,2.8,264,750.0,297.6,35702.4,Good
26,36000,0,10.25,3,1,0.4,44,460.0,48.8,35951.2,Average
22,39500,0,12.68,2,1,0.4,29,317.0,33.8,39466.2,Average
23,39500,0,10.99,2,3,0.7,76,620.0,84.4,39415.6,Average
23,39520,0,5.42,4,3,2.2,73,751.0,99.4,39420.6,Good
22,39996,0,5.79,3,1,7.2,42,300.0,128.4,39867.6,Average
22,34000,1,15.99,2,1,2.0,606,610.0,630.0,33370.0,Bad
22,41000,0,12.18,2,1,3.1,1071,352.0,1108.2,39891.8,Average
24,41280,0,15.28,3,1,2.6,244,788.0,275.2,41004.8,Good
26,36000,0,9.88,3,2,1.9,98,758.0,120.8,35879.2,Good
25,36000,0,12.73,1,1,3.3,240,827.0,279.6,35720.4,Good
23,36000,0,7.14,1,1,3.4,877,629.0,917.8,35082.2,Average
21,41808,0,17.19,1,1,1.5,96,754.0,114.0,41694.0,Good
22,42000,0,11.71,4,2,3.0,1198,778.0,1234.0,40766.0,Good
21,36000,1,10.37,4,2,0.4,103,323.0,107.8,35892.2,Bad
23,36000,1,13.11,1,2,2.1,33,789.0,58.2,35941.8,Bad
21,36000,0,13.85,1,1,0.1,778,846.0,779.2,35220.8,Good
24,30000,1,14.22,3,3,1.9,61,711.0,83.8,29916.2,Bad
24,43000,0,8.94,1,3,0.3,54,469.0,57.6,42942.4,Average
25,44975,0,6.99,2,1,2.8,20,789.0,53.599999999999994,44921.4,Good
26,45000,0,6.99,2,2,0.1,573,782.0,574.2,44425.8,Good
25,45000,0,9.25,2,2,2.5,1533,453.0,1563.0,43437.0,Average
23,36000,0,12.87,4,2,1.1,834,449.0,847.2,35152.8,Average
25,36000,0,14.26,3,3,1.1,1383,694.0,1396.2,34603.8,Average
22,45000,0,9.88,1,3,5.4,285,839.0,349.8,44650.2,Good
26,45000,0,14.61,3,3,1.5,1130,360.0,1148.0,43852.0,Average
22,36000,0,14.61,1,1,1.9,49,329.0,71.8,35928.2,Average
22,45504,0,10.99,4,1,6.1,11,827.0,84.19999999999999,45419.8,Good
22,46000,0,10.59,2,3,0.3,976,807.0,979.6,45020.4,Good
24,36000,0,11.83,1,1,0.6,1617,659.0,1624.2,34375.8,Average
22,46000,0,7.49,3,1,2.5,2126,788.0,2156.0,43844.0,Good
24,47160,0,11.14,4,2,0.6,22,824.0,29.2,47130.8,Good
25,48000,0,7.51,4,2,0.4,895,365.0,899.8,47100.2,Average
23,30000,1,15.31,2,3,2.2,1574,765.0,1600.4,28399.6,Bad
22,48000,0,10.75,3,3,1.0,1135,795.0,1147.0,46853.0,Good
25,48996,0,7.88,1,1,1.7,899,368.0,919.4,48076.6,Average
24,49278,0,13.22,2,3,0.6,63,345.0,70.2,49207.8,Average
22,50000,0,10.99,3,1,5.1,37,615.0,98.19999999999999,49901.8,Average
22,50000,0,13.49,1,1,0.8,458,468.0,467.6,49532.4,Average
23,36000,0,13.22,1,3,2.7,32,777.0,64.4,35935.6,Good
21,50000,0,10.0,4,1,0.7,1121,822.0,1129.4,48870.6,Good
25,50000,0,12.53,1,3,3.1,1757,827.0,1794.2,48205.8,Good
26,44000,1,15.31,3,1,1.0,504,382.0,516.0,43484.0,Bad
22,50985,0,13.11,2,3,2.4,52,678.0,80.8,50904.2,Average
22,36000,0,12.53,1,1,0.1,1179,844.0,1180.2,34819.8,Good
26,36000,0,8.94,2,3,0.8,1085,583.0,1094.6,34905.4,Average
26,46000,1,16.29,3,2,1.5,198,703.0,216.0,45784.0,Bad
21,52769,0,10.37,3,1,2.7,411,773.0,443.4,52325.6,Good
26,53004,0,5.79,2,3,10.0,199,654.0,319.0,52685.0,Average
23,30000,1,13.79,1,2,2.8,902,762.0,935.6,29064.4,Bad
23,54996,0,10.99,4,3,0.4,1736,652.0,1740.8,53255.2,Average
23,30000,1,9.32,3,3,0.7,1627,553.0,1635.4,28364.6,Bad
23,56000,0,7.49,1,3,6.8,30,849.0,111.6,55888.4,Good
21,36000,0,9.32,1,1,0.3,18,738.0,21.6,35978.4,Good
26,58195,0,9.91,3,1,3.4,46,322.0,86.8,58108.2,Average
22,59000,0,10.74,4,2,0.67,103,721.0,111.04,58888.96,Good
24,36000,0,9.38,2,3,3.5,1670,329.0,1712.0,34288.0,Average
23,60000,0,14.22,3,2,0.8,31,354.0,40.6,59959.4,Average
22,36000,0,8.32,2,3,7.9,1305,835.0,1399.8,34600.2,Good
24,65000,0,7.51,3,2,1.8,819,647.0,840.6,64159.4,Average
26,36000,0,10.39,2,3,1.67,78,768.0,98.03999999999999,35901.96,Good
26,36000,0,12.29,2,2,0.1,660,532.0,661.2,35338.8,Average
24,36000,0,9.83,1,3,0.6,1175,330.0,1182.2,34817.8,Average
24,69996,0,11.86,1,2,0.6,1502,676.0,1509.2,68486.8,Average
26,70000,0,6.62,1,3,0.2,24,761.0,26.4,69973.6,Good
22,71200,0,12.42,1,1,0.6,1338,730.0,1345.2,69854.8,Good
25,80004,0,12.53,3,1,3.3,1734,411.0,1773.6,78230.4,Average
23,81600,0,10.99,1,1,2.1,20,334.0,45.2,81554.8,Average
24,85000,0,6.91,1,1,3.9,43,804.0,89.8,84910.2,Good
21,87000,0,11.58,1,2,0.2,21,622.0,23.4,86976.6,Average
24,90000,0,11.14,1,1,2.0,727,453.0,751.0,89249.0,Average
26,36194,0,10.08,4,1,0.9,284,793.0,294.8,35899.2,Good
24,100000,0,5.42,4,3,0.2,877,382.0,879.4,99120.6,Average
25,30252,1,9.76,3,2,1.5,290,390.0,308.0,29944.0,Bad
23,116000,0,8.94,1,1,1.8,17,353.0,38.6,115961.4,Average
21,30297,1,13.22,2,3,0.2,369,651.0,371.4,29925.6,Bad
25,36300,0,6.99,3,2,0.6,13,389.0,20.2,36279.8,Average
25,30300,1,10.0,4,3,0.8,112,469.0,121.6,30178.4,Bad
25,120000,0,12.18,2,3,1.7,794,497.0,814.4,119185.6,Average
26,125000,0,12.98,1,1,0.8,57,308.0,66.6,124933.4,Average
22,36396,0,11.12,4,1,6.1,24,477.0,97.19999999999999,36298.8,Average
24,47230,0,6.91,4,3,1.3,415,485.0,430.6,46799.4,Average
22,30400,1,15.27,4,1,2.4,939,667.0,967.8,29432.2,Bad
22,60000,0,15.65,3,3,4.9,1908,775.0,1966.8,58033.2,Good
22,35500,1,12.84,3,3,1.33,1269,689.0,1284.96,34215.04,Bad
25,36400,0,12.29,3,1,1.5,53,373.0,71.0,36329.0,Average
21,33000,1,12.23,4,2,1.8,61,542.0,82.6,32917.4,Bad
24,34000,1,14.42,1,1,2.9,1288,822.0,1322.8,32677.2,Bad
22,36480,0,8.88,4,2,1.7,83,315.0,103.4,36376.6,Average
26,33996,1,11.12,1,1,2.67,71,731.0,103.03999999999999,33892.96,Bad
24,36500,0,10.37,4,2,6.9,331,506.0,413.8,36086.2,Average
24,40000,0,6.92,2,2,8.1,37,401.0,134.2,39865.8,Average
24,43680,0,5.42,2,1,0.3,1633,682.0,1636.6,42043.4,Average
26,45000,0,6.17,2,3,2.8,506,691.0,539.6,44460.4,Average
24,45996,0,13.16,3,3,0.5,1288,680.0,1294.0,44702.0,Average
23,30500,1,14.96,2,2,2.8,41,398.0,74.6,30425.4,Bad
25,36500,0,9.63,2,2,2.7,90,504.0,122.4,36377.6,Average
24,36500,0,13.16,1,1,0.8,1608,783.0,1617.6,34882.4,Good
26,42000,1,13.99,2,1,2.9,55,615.0,89.8,41910.2,Bad
26,30576,1,14.46,1,3,0.9,43,704.0,53.8,30522.2,Bad
26,36588,0,10.65,2,1,2.1,54,388.0,79.2,36508.8,Average
22,36600,0,7.29,2,1,0.3,564,629.0,567.6,36032.4,Average
25,50000,0,10.75,2,1,4.3,68,684.0,119.6,49880.4,Average
26,36636,0,6.03,2,2,2.2,209,323.0,235.4,36400.6,Average
21,36648,0,9.91,2,3,0.7,93,729.0,101.4,36546.6,Good
22,44400,1,18.79,2,3,1.7,1097,424.0,1117.4,43282.6,Bad
23,55000,0,8.88,1,3,4.4,704,506.0,756.8,54243.2,Average
25,55000,0,13.57,1,2,7.5,112,557.0,202.0,54798.0,Average
25,30780,1,8.49,3,1,1.6,135,428.0,154.2,30625.8,Bad
21,36800,0,7.51,3,1,0.6,1169,487.0,1176.2,35623.8,Average
21,57000,0,13.22,3,1,2.6,279,692.0,310.2,56689.8,Average
21,57000,1,16.77,1,3,1.7,10,575.0,30.4,56969.6,Bad
25,68000,0,10.74,2,2,2.2,71,377.0,97.4,67902.6,Average
24,36852,0,9.99,4,1,3.1,20,701.0,57.2,36794.8,Good
23,72000,0,7.88,2,1,2.2,46,617.0,72.4,71927.6,Average
26,69000,1,7.51,1,1,0.7,1825,818.0,1833.4,67166.6,Bad
23,58650,1,16.29,2,3,8.0,79,558.0,175.0,58475.0,Bad
22,36933,0,12.22,3,3,1.4,28,418.0,44.8,36888.2,Average
22,75000,0,9.62,3,1,1.7,633,482.0,653.4,74346.6,Average
25,62165,1,15.65,1,1,3.8,1331,685.0,1376.6,60788.4,Bad
23,115000,0,14.65,4,2,1.1,24,773.0,37.2,114962.8,Good
23,36996,0,7.51,4,1,1.4,131,826.0,147.8,36848.2,Good
22,20796,1,15.37,2,3,2.6,183,518.0,214.2,20581.8,Bad
23,30000,1,10.65,1,1,0.7,1334,695.0,1342.4,28657.6,Bad
24,36996,0,10.99,2,2,1.0,981,710.0,993.0,36003.0,Good
24,24000,1,15.2,1,3,4.9,1082,781.0,1140.8,22859.2,Bad
22,29950,1,14.11,4,3,0.3,101,592.0,104.6,29845.4,Bad
21,30067,1,12.68,3,3,3.2,2440,518.0,2478.4,27588.6,Bad
23,33600,1,10.99,4,2,0.3,639,706.0,642.6,32957.4,Bad
26,36000,0,16.0,3,2,3.8,405,320.0,450.6,35549.4,Average
23,37000,0,8.9,1,2,2.9,254,710.0,288.8,36711.2,Good
25,39000,1,14.59,2,3,2.8,20,654.0,53.599999999999994,38946.4,Bad
23,32000,1,6.03,2,1,0.8,685,758.0,694.6,31305.4,Bad
26,48000,0,9.63,2,2,0.8,75,397.0,84.6,47915.4,Average
25,54000,1,10.99,2,1,2.5,544,648.0,574.0,53426.0,Bad
23,37000,0,11.71,3,1,0.7,68,509.0,76.4,36923.6,Average
26,68000,0,12.42,2,1,1.4,948,315.0,964.8,67035.2,Average
25,37000,0,15.96,1,2,2.0,23,326.0,47.0,36953.0,Average
22,37000,0,11.71,1,3,1.3,1149,448.0,1164.6,35835.4,Average
26,16800,1,10.99,2,2,0.6,23,605.0,30.2,16769.8,Bad
22,37000,0,14.27,2,1,5.0,35,829.0,95.0,36905.0,Good
25,24000,1,6.03,3,2,0.7,1600,680.0,1608.4,22391.6,Bad
26,37000,0,10.99,4,3,1.5,400,812.0,418.0,36582.0,Good
25,37000,0,15.62,3,1,8.8,1438,751.0,1543.6,35456.4,Good
23,25000,1,11.71,2,2,2.7,147,700.0,179.4,24820.6,Bad
22,37000,0,8.49,1,3,5.4,568,738.0,632.8,36367.2,Good
26,30000,1,11.71,1,1,5.2,253,336.0,315.4,29684.6,Bad
25,30000,1,6.99,1,3,2.6,131,649.0,162.2,29837.8,Bad
23,30000,1,6.92,4,3,1.4,34,476.0,50.8,29949.2,Bad
24,37000,0,5.99,4,1,0.8,542,383.0,551.6,36448.4,Average
24,62467,0,8.49,1,3,0.3,20,650.0,23.6,62443.4,Average
22,31200,1,12.99,3,1,3.3,57,442.0,96.6,31103.4,Bad
24,33048,1,11.97,1,2,0.5,2052,562.0,2058.0,30990.0,Bad
24,42000,0,13.16,3,2,0.3,129,702.0,132.6,41867.4,Good
25,57700,1,14.91,2,1,1.4,859,811.0,875.8,56824.2,Bad
